"","DtCaseOrDeathOrTest","Jurisdiction","MAvg7Case"
"67782",2021-08-04,"TALLADEGA",34.9
"67783",2021-08-05,"TALLADEGA",34
"67784",2021-08-06,"TALLADEGA",37.1
"67785",2021-08-07,"TALLADEGA",39.4
"67786",2021-08-08,"TALLADEGA",40.9
"67787",2021-08-09,"TALLADEGA",45.1
"67788",2021-08-10,"TALLADEGA",48.7
"67789",2021-08-11,"TALLADEGA",53.4
"67790",2021-08-12,"TALLADEGA",56.9
"67791",2021-08-13,"TALLADEGA",58
"67792",2021-08-14,"TALLADEGA",59.7
"67793",2021-08-15,"TALLADEGA",63.7
"67794",2021-08-16,"TALLADEGA",70.3
"67795",2021-08-17,"TALLADEGA",78.4
"67796",2021-08-18,"TALLADEGA",84.3
"67797",2021-08-19,"TALLADEGA",89.3
"67798",2021-08-20,"TALLADEGA",95
"67799",2021-08-21,"TALLADEGA",96.9
"67800",2021-08-22,"TALLADEGA",100.1
"67801",2021-08-23,"TALLADEGA",103.4
"67802",2021-08-24,"TALLADEGA",106.3
"67803",2021-08-25,"TALLADEGA",109.7
"67804",2021-08-26,"TALLADEGA",115.4
"67805",2021-08-27,"TALLADEGA",117.1
"67806",2021-08-28,"TALLADEGA",118.3
"67807",2021-08-29,"TALLADEGA",115
"67808",2021-08-30,"TALLADEGA",119.6
"67809",2021-08-31,"TALLADEGA",121
"67810",2021-09-01,"TALLADEGA",121.3
"67811",2021-09-02,"TALLADEGA",118.1
"67812",2021-09-03,"TALLADEGA",118.9
"67813",2021-09-04,"TALLADEGA",117.1
"67814",2021-09-05,"TALLADEGA",117.7
"67815",2021-09-06,"TALLADEGA",99.7
"67816",2021-09-07,"TALLADEGA",98.7
"67817",2021-09-08,"TALLADEGA",94.7
"67818",2021-09-09,"TALLADEGA",94.3
"67819",2021-09-10,"TALLADEGA",86.9
"67820",2021-09-11,"TALLADEGA",85.3
"67821",2021-09-12,"TALLADEGA",81.9
"67822",2021-09-13,"TALLADEGA",89.6
"67823",2021-09-14,"TALLADEGA",80.1
"67824",2021-09-15,"TALLADEGA",70.6
"67825",2021-09-16,"TALLADEGA",64
"67826",2021-09-17,"TALLADEGA",62.6
"67827",2021-09-18,"TALLADEGA",61.4
"67828",2021-09-19,"TALLADEGA",60
"67829",2021-09-20,"TALLADEGA",55.6
"67830",2021-09-21,"TALLADEGA",50.7
"67831",2021-09-22,"TALLADEGA",49.9
"67832",2021-09-23,"TALLADEGA",46.3
"67833",2021-09-24,"TALLADEGA",43
"67834",2021-09-25,"TALLADEGA",42.6
"67835",2021-09-26,"TALLADEGA",42.1
"67836",2021-09-27,"TALLADEGA",38
"67837",2021-09-28,"TALLADEGA",35.4
"67838",2021-09-29,"TALLADEGA",34.9
"67839",2021-09-30,"TALLADEGA",33.3
"67840",2021-10-01,"TALLADEGA",34.9
"67841",2021-10-02,"TALLADEGA",33
"67842",2021-10-03,"TALLADEGA",32.4
"67843",2021-10-04,"TALLADEGA",30.4
"67844",2021-10-05,"TALLADEGA",31.4
"67845",2021-10-06,"TALLADEGA",29.7
"67846",2021-10-07,"TALLADEGA",29.1
"67847",2021-10-08,"TALLADEGA",25.7
"67848",2021-10-09,"TALLADEGA",25.3
"67849",2021-10-10,"TALLADEGA",23.4
"67850",2021-10-11,"TALLADEGA",26.4
"67851",2021-10-12,"TALLADEGA",26.6
"67852",2021-10-13,"TALLADEGA",26.1
"67853",2021-10-14,"TALLADEGA",25.7
"67854",2021-10-15,"TALLADEGA",26.7
"67855",2021-10-16,"TALLADEGA",26.1
"67856",2021-10-17,"TALLADEGA",26.1
"67857",2021-10-18,"TALLADEGA",21.1
"67858",2021-10-19,"TALLADEGA",17.7
"67859",2021-10-20,"TALLADEGA",15.9
"67860",2021-10-21,"TALLADEGA",15
"67861",2021-10-22,"TALLADEGA",13.3
"67862",2021-10-23,"TALLADEGA",13.1
"67863",2021-10-24,"TALLADEGA",12.3
"67864",2021-10-25,"TALLADEGA",12.4
"67865",2021-10-26,"TALLADEGA",11
"67866",2021-10-27,"TALLADEGA",9.7
"67867",2021-10-28,"TALLADEGA",8.4
"67868",2021-10-29,"TALLADEGA",8.3
"67869",2021-10-30,"TALLADEGA",7.4
"67870",2021-10-31,"TALLADEGA",7.3
"67871",2021-11-01,"TALLADEGA",6
"67872",2021-11-02,"TALLADEGA",6.6
"67873",2021-11-03,"TALLADEGA",7.3
"67874",2021-11-04,"TALLADEGA",8.3
"67875",2021-11-05,"TALLADEGA",8
"67876",2021-11-06,"TALLADEGA",8.6
"67877",2021-11-07,"TALLADEGA",8.7
"67878",2021-11-08,"TALLADEGA",8
"67879",2021-11-09,"TALLADEGA",7.6
"67880",2021-11-10,"TALLADEGA",6.7
"67881",2021-11-11,"TALLADEGA",5.7
"67882",2021-11-12,"TALLADEGA",6
"67883",2021-11-13,"TALLADEGA",5
"67884",2021-11-14,"TALLADEGA",4.7
"67885",2021-11-15,"TALLADEGA",4.6
"67886",2021-11-16,"TALLADEGA",5.9
"67887",2021-11-17,"TALLADEGA",6.6
"67888",2021-11-18,"TALLADEGA",6.7
"67889",2021-11-19,"TALLADEGA",6.6
"67890",2021-11-20,"TALLADEGA",7.7
"67891",2021-11-21,"TALLADEGA",7.9
"67892",2021-11-22,"TALLADEGA",7.7
"67893",2021-11-23,"TALLADEGA",6.3
"67894",2021-11-24,"TALLADEGA",5.7
"67895",2021-11-25,"TALLADEGA",5
"67896",2021-11-26,"TALLADEGA",5.3
"67897",2021-11-27,"TALLADEGA",4.9
"67898",2021-11-28,"TALLADEGA",5.3
"67899",2021-11-29,"TALLADEGA",6.7
"67900",2021-11-30,"TALLADEGA",8.6
"67901",2021-12-01,"TALLADEGA",9.4
"67902",2021-12-02,"TALLADEGA",10.3
"67903",2021-12-03,"TALLADEGA",10.9
"67904",2021-12-04,"TALLADEGA",11
"67905",2021-12-05,"TALLADEGA",10.3
"67906",2021-12-06,"TALLADEGA",10.1
"67907",2021-12-07,"TALLADEGA",10.1
"67908",2021-12-08,"TALLADEGA",11.1
"67909",2021-12-09,"TALLADEGA",12.1
"67910",2021-12-10,"TALLADEGA",12
"67911",2021-12-11,"TALLADEGA",12.3
"67912",2021-12-12,"TALLADEGA",13
"67913",2021-12-13,"TALLADEGA",14.4
"67914",2021-12-14,"TALLADEGA",13.6
"67915",2021-12-15,"TALLADEGA",12.9
"67916",2021-12-16,"TALLADEGA",12.7
"67917",2021-12-17,"TALLADEGA",13.1
"67918",2021-12-18,"TALLADEGA",13.3
"67919",2021-12-19,"TALLADEGA",13.3
"67920",2021-12-20,"TALLADEGA",13.4
"67921",2021-12-21,"TALLADEGA",16.6
"67922",2021-12-22,"TALLADEGA",18.9
"67923",2021-12-23,"TALLADEGA",22
"67924",2021-12-24,"TALLADEGA",24
"67925",2021-12-25,"TALLADEGA",25.3
"67926",2021-12-26,"TALLADEGA",32
"67927",2021-12-27,"TALLADEGA",44.4
"67928",2021-12-28,"TALLADEGA",64
"67929",2021-12-29,"TALLADEGA",84.7
"67930",2021-12-30,"TALLADEGA",105.9
"67931",2021-12-31,"TALLADEGA",115.4
"67932",2022-01-01,"TALLADEGA",124.7
"67933",2022-01-02,"TALLADEGA",130.1
"67934",2022-01-03,"TALLADEGA",151
"67935",2022-01-04,"TALLADEGA",167.9
"67936",2022-01-05,"TALLADEGA",179.6
"67937",2022-01-06,"TALLADEGA",190.1
"67938",2022-01-07,"TALLADEGA",206.4
"67939",2022-01-08,"TALLADEGA",211.9
"67940",2022-01-09,"TALLADEGA",218.6
"67941",2022-01-10,"TALLADEGA",241.4
"67942",2022-01-11,"TALLADEGA",241.1
"67943",2022-01-12,"TALLADEGA",251.9
"67944",2022-01-13,"TALLADEGA",254.9
"67945",2022-01-14,"TALLADEGA",260.4
"67946",2022-01-15,"TALLADEGA",256.7
"67947",2022-01-16,"TALLADEGA",254.9
"67948",2022-01-17,"TALLADEGA",235.4
"67949",2022-01-18,"TALLADEGA",245.1
"67950",2022-01-19,"TALLADEGA",239.3
"67951",2022-01-20,"TALLADEGA",234
"67952",2022-01-21,"TALLADEGA",223.6
"67953",2022-01-22,"TALLADEGA",222.7
"67954",2022-01-23,"TALLADEGA",218.9
"67955",2022-01-24,"TALLADEGA",215
"67956",2022-01-25,"TALLADEGA",194.4
"67957",2022-01-26,"TALLADEGA",175
"67958",2022-01-27,"TALLADEGA",160.1
"67959",2022-01-28,"TALLADEGA",149.4
"67960",2022-01-29,"TALLADEGA",145.1
"67961",2022-01-30,"TALLADEGA",140.6
"67962",2022-01-31,"TALLADEGA",118.7
"67963",2022-02-01,"TALLADEGA",100.6
"67964",2022-02-02,"TALLADEGA",91.3
"67965",2022-02-03,"TALLADEGA",82.3
"67966",2022-02-04,"TALLADEGA",74.7
"67967",2022-02-05,"TALLADEGA",69.4
"67968",2022-02-06,"TALLADEGA",62.9
"67969",2022-02-07,"TALLADEGA",58.7
"67970",2022-02-08,"TALLADEGA",52
"67971",2022-02-09,"TALLADEGA",42.4
"67972",2022-02-10,"TALLADEGA",34.7
"67973",2022-02-11,"TALLADEGA",30.1
"67974",2022-02-12,"TALLADEGA",28.4
"67975",2022-02-13,"TALLADEGA",26.4
"67976",2022-02-14,"TALLADEGA",20.1
"67977",2022-02-15,"TALLADEGA",17.3
"67978",2022-02-16,"TALLADEGA",15.7
"67979",2022-02-17,"TALLADEGA",14.7
"67980",2022-02-18,"TALLADEGA",13.4
"67981",2022-02-19,"TALLADEGA",12.9
"67982",2022-02-20,"TALLADEGA",12.3
"67983",2022-02-21,"TALLADEGA",10.6
"67984",2022-02-22,"TALLADEGA",9.4
"67985",2022-02-23,"TALLADEGA",9.3
"67986",2022-02-24,"TALLADEGA",9.4
"67987",2022-02-25,"TALLADEGA",9.9
"67988",2022-02-26,"TALLADEGA",9.6
"67989",2022-02-27,"TALLADEGA",9.7
"67990",2022-02-28,"TALLADEGA",9.1
"67991",2022-03-01,"TALLADEGA",8.6
"67992",2022-03-02,"TALLADEGA",8
"67993",2022-03-03,"TALLADEGA",6.7
"67994",2022-03-04,"TALLADEGA",6.4
"67995",2022-03-05,"TALLADEGA",6.3
"67996",2022-03-06,"TALLADEGA",5.6
"67997",2022-03-07,"TALLADEGA",4.3
"67998",2022-03-08,"TALLADEGA",4.1
"67999",2022-03-09,"TALLADEGA",3.4
"68000",2022-03-10,"TALLADEGA",2.7
"68001",2022-03-11,"TALLADEGA",1.6
"68002",2022-03-12,"TALLADEGA",1.3
"68003",2022-03-13,"TALLADEGA",1.4
"68004",2022-03-14,"TALLADEGA",1.1
"68005",2022-03-15,"TALLADEGA",0.9
"68006",2022-03-16,"TALLADEGA",1
"68007",2022-03-17,"TALLADEGA",1.1
"68008",2022-03-18,"TALLADEGA",1.3
"68009",2022-03-19,"TALLADEGA",1.3
"68010",2022-03-20,"TALLADEGA",1.1
"68011",2022-03-21,"TALLADEGA",1.1
"68012",2022-03-22,"TALLADEGA",1
"68013",2022-03-23,"TALLADEGA",1.6
"68014",2022-03-24,"TALLADEGA",1.7
"68015",2022-03-25,"TALLADEGA",2
"68016",2022-03-26,"TALLADEGA",1.9
"68017",2022-03-27,"TALLADEGA",2
"68018",2022-03-28,"TALLADEGA",2
"68019",2022-03-29,"TALLADEGA",2.1
"68020",2022-03-30,"TALLADEGA",1.4
"68021",2022-03-31,"TALLADEGA",1.6
"68022",2022-04-01,"TALLADEGA",1.3
"68023",2022-04-02,"TALLADEGA",1.4
"68024",2022-04-03,"TALLADEGA",1.3
"68025",2022-04-04,"TALLADEGA",1.6
"68026",2022-04-05,"TALLADEGA",1.7
"68027",2022-04-06,"TALLADEGA",1.9
"68028",2022-04-07,"TALLADEGA",1.4
"68029",2022-04-08,"TALLADEGA",2
"68030",2022-04-09,"TALLADEGA",2
"68031",2022-04-10,"TALLADEGA",2.1
"68032",2022-04-11,"TALLADEGA",1.9
"68033",2022-04-12,"TALLADEGA",1.7
"68034",2022-04-13,"TALLADEGA",1.6
"68035",2022-04-14,"TALLADEGA",2.4
"68036",2022-04-15,"TALLADEGA",1.9
"68037",2022-04-16,"TALLADEGA",1.7
"68038",2022-04-17,"TALLADEGA",1.9
"68039",2022-04-18,"TALLADEGA",1.9
"68040",2022-04-19,"TALLADEGA",1.6
"68041",2022-04-20,"TALLADEGA",1.9
"68042",2022-04-21,"TALLADEGA",1.3
"68043",2022-04-22,"TALLADEGA",1.1
"68044",2022-04-23,"TALLADEGA",1.1
"68045",2022-04-24,"TALLADEGA",1
"68046",2022-04-25,"TALLADEGA",1.3
"68047",2022-04-26,"TALLADEGA",1.3
"68048",2022-04-27,"TALLADEGA",1
"68049",2022-04-28,"TALLADEGA",1.4
"68050",2022-04-29,"TALLADEGA",1.9
"68051",2022-04-30,"TALLADEGA",1.9
"68052",2022-05-01,"TALLADEGA",1.7
"68053",2022-05-02,"TALLADEGA",1.9
"68054",2022-05-03,"TALLADEGA",2
"68055",2022-05-04,"TALLADEGA",2.7
"68056",2022-05-05,"TALLADEGA",2.1
"68057",2022-05-06,"TALLADEGA",2.3
"68058",2022-05-07,"TALLADEGA",3.1
"68059",2022-05-08,"TALLADEGA",3.6
"68060",2022-05-09,"TALLADEGA",4
"68061",2022-05-10,"TALLADEGA",5
"68062",2022-05-11,"TALLADEGA",5.3
"68063",2022-05-12,"TALLADEGA",6.3
"68064",2022-05-13,"TALLADEGA",6.7
"68065",2022-05-14,"TALLADEGA",6.1
"68066",2022-05-15,"TALLADEGA",6
"68067",2022-05-16,"TALLADEGA",6.4
"68068",2022-05-17,"TALLADEGA",6.7
"68069",2022-05-18,"TALLADEGA",6.9
"68070",2022-05-19,"TALLADEGA",7
"68071",2022-05-20,"TALLADEGA",7
"68072",2022-05-21,"TALLADEGA",8.1
"68073",2022-05-22,"TALLADEGA",8.7
"68074",2022-05-23,"TALLADEGA",9.7
"68075",2022-05-24,"TALLADEGA",10.7
"68076",2022-05-25,"TALLADEGA",10.7
"68077",2022-05-26,"TALLADEGA",11.1
"68078",2022-05-27,"TALLADEGA",11.4
"68079",2022-05-28,"TALLADEGA",11
"68080",2022-05-29,"TALLADEGA",10.7
"68081",2022-05-30,"TALLADEGA",10.6
"68082",2022-05-31,"TALLADEGA",11.3
"68083",2022-06-01,"TALLADEGA",12.3
"68084",2022-06-02,"TALLADEGA",13.9
"68085",2022-06-03,"TALLADEGA",14.9
"68086",2022-06-04,"TALLADEGA",14.7
"68087",2022-06-05,"TALLADEGA",15.4
"68088",2022-06-06,"TALLADEGA",17
"68089",2022-06-07,"TALLADEGA",15.4
"68090",2022-06-08,"TALLADEGA",14.1
"68091",2022-06-09,"TALLADEGA",13.4
"68092",2022-06-10,"TALLADEGA",14.3
"68093",2022-06-11,"TALLADEGA",15.1
"68094",2022-06-12,"TALLADEGA",14.9
"68095",2022-06-13,"TALLADEGA",14.7
"68096",2022-06-14,"TALLADEGA",14.9
"68097",2022-06-15,"TALLADEGA",16.3
"68098",2022-06-16,"TALLADEGA",18.4
"68099",2022-06-17,"TALLADEGA",18.1
"68100",2022-06-18,"TALLADEGA",18.6
"68101",2022-06-19,"TALLADEGA",19.3
"68102",2022-06-20,"TALLADEGA",21.4
"68103",2022-06-21,"TALLADEGA",23.1
"68104",2022-06-22,"TALLADEGA",24.1
"68105",2022-06-23,"TALLADEGA",25.9
"68106",2022-06-24,"TALLADEGA",27.3
"68107",2022-06-25,"TALLADEGA",29.1
"68108",2022-06-26,"TALLADEGA",30.7
"68109",2022-06-27,"TALLADEGA",32.9
"68110",2022-06-28,"TALLADEGA",36.1
"68111",2022-06-29,"TALLADEGA",36.7
"68112",2022-06-30,"TALLADEGA",38
"68113",2022-07-01,"TALLADEGA",38.7
"68114",2022-07-02,"TALLADEGA",40
"68115",2022-07-03,"TALLADEGA",40.7
"68116",2022-07-04,"TALLADEGA",36.6
"68117",2022-07-05,"TALLADEGA",38.7
"68118",2022-07-06,"TALLADEGA",42.1
"68119",2022-07-07,"TALLADEGA",47.3
"68120",2022-07-08,"TALLADEGA",48.9
"68121",2022-07-09,"TALLADEGA",47.9
"68122",2022-07-10,"TALLADEGA",50.6
"68123",2022-07-11,"TALLADEGA",59.1
"68124",2022-07-12,"TALLADEGA",59.9
"68125",2022-07-13,"TALLADEGA",59.7
"68126",2022-07-14,"TALLADEGA",55.9
"68127",2022-07-15,"TALLADEGA",57.7
"68128",2022-07-16,"TALLADEGA",56.7
"68129",2022-07-17,"TALLADEGA",54.9
"68130",2022-07-18,"TALLADEGA",52.1
"68131",2022-07-19,"TALLADEGA",50.6
"68132",2022-07-20,"TALLADEGA",52.6
"68133",2022-07-21,"TALLADEGA",50.4
"68134",2022-07-22,"TALLADEGA",48
"68135",2022-07-23,"TALLADEGA",49.6
"68136",2022-07-24,"TALLADEGA",49
"68137",2022-07-25,"TALLADEGA",46.7
"68138",2022-07-26,"TALLADEGA",47.1
"68139",2022-07-27,"TALLADEGA",42.7
"68140",2022-07-28,"TALLADEGA",39.3
"68141",2022-07-29,"TALLADEGA",37
"68142",2022-07-30,"TALLADEGA",35.1
"68143",2022-07-31,"TALLADEGA",35.9
"68144",2022-08-01,"TALLADEGA",36.3
"68145",2022-08-02,"TALLADEGA",33.4
"68146",2022-08-03,"TALLADEGA",34.1
"68147",2022-08-04,"TALLADEGA",36.1
"68148",2022-08-05,"TALLADEGA",37.4
"68149",2022-08-06,"TALLADEGA",37.9
"68150",2022-08-07,"TALLADEGA",36.3
"68151",2022-08-08,"TALLADEGA",36.1
"68152",2022-08-09,"TALLADEGA",36.4
"68153",2022-08-10,"TALLADEGA",36.4
"68154",2022-08-11,"TALLADEGA",36.9
"68155",2022-08-12,"TALLADEGA",36.3
"68156",2022-08-13,"TALLADEGA",36
"68157",2022-08-14,"TALLADEGA",38.3
"68158",2022-08-15,"TALLADEGA",40.7
"68159",2022-08-16,"TALLADEGA",44
"68160",2022-08-17,"TALLADEGA",47
"68161",2022-08-18,"TALLADEGA",48.7
"68162",2022-08-19,"TALLADEGA",50.3
"68163",2022-08-20,"TALLADEGA",52
"68164",2022-08-21,"TALLADEGA",51.6
"68165",2022-08-22,"TALLADEGA",54.1
"68166",2022-08-23,"TALLADEGA",54.7
"68167",2022-08-24,"TALLADEGA",53.7
"68168",2022-08-25,"TALLADEGA",54.9
"68169",2022-08-26,"TALLADEGA",57.3
"68170",2022-08-27,"TALLADEGA",58.1
"68171",2022-08-28,"TALLADEGA",57.6
"68172",2022-08-29,"TALLADEGA",54.7
"68173",2022-08-30,"TALLADEGA",51
"68174",2022-08-31,"TALLADEGA",50.9
"68175",2022-09-01,"TALLADEGA",49.1
"68176",2022-09-02,"TALLADEGA",46.1
"68177",2022-09-03,"TALLADEGA",42.6
"68178",2022-09-04,"TALLADEGA",39.7
"68179",2022-09-05,"TALLADEGA",33.9
"68180",2022-09-06,"TALLADEGA",32.9
"68181",2022-09-07,"TALLADEGA",29.9
"68182",2022-09-08,"TALLADEGA",26.3
"68183",2022-09-09,"TALLADEGA",25
"68184",2022-09-10,"TALLADEGA",24.3
"68185",2022-09-11,"TALLADEGA",24.1
"68186",2022-09-12,"TALLADEGA",23.7
"68187",2022-09-13,"TALLADEGA",21
"68188",2022-09-14,"TALLADEGA",19.9
"68189",2022-09-15,"TALLADEGA",17.9
"68190",2022-09-16,"TALLADEGA",14.9
"68191",2022-09-17,"TALLADEGA",13.4
"68192",2022-09-18,"TALLADEGA",12.4
"68193",2022-09-19,"TALLADEGA",11.9
"68194",2022-09-20,"TALLADEGA",12.9
"68195",2022-09-21,"TALLADEGA",11.9
"68196",2022-09-22,"TALLADEGA",11.4
"68197",2022-09-23,"TALLADEGA",11.9
"68198",2022-09-24,"TALLADEGA",12.6
"68199",2022-09-25,"TALLADEGA",12.9
"68200",2022-09-26,"TALLADEGA",11.3
"68201",2022-09-27,"TALLADEGA",9.4
"68202",2022-09-28,"TALLADEGA",8
"68203",2022-09-29,"TALLADEGA",7.6
"68204",2022-09-30,"TALLADEGA",6.6
"68205",2022-10-01,"TALLADEGA",5.9
"68206",2022-10-02,"TALLADEGA",5.4
"68207",2022-10-03,"TALLADEGA",5.4
"68208",2022-10-04,"TALLADEGA",5.4
"68209",2022-10-05,"TALLADEGA",6.1
"68210",2022-10-06,"TALLADEGA",6.1
"68211",2022-10-07,"TALLADEGA",6.3
"68212",2022-10-08,"TALLADEGA",6.7
"68213",2022-10-09,"TALLADEGA",6.4
"68214",2022-10-10,"TALLADEGA",5.6
"68215",2022-10-11,"TALLADEGA",5.4
"68216",2022-10-12,"TALLADEGA",4.6
"68217",2022-10-13,"TALLADEGA",4.9
"68218",2022-10-14,"TALLADEGA",4.3
"68219",2022-10-15,"TALLADEGA",4
"68220",2022-10-16,"TALLADEGA",4.1
"68221",2022-10-17,"TALLADEGA",4.7
"68222",2022-10-18,"TALLADEGA",3.9
"68223",2022-10-19,"TALLADEGA",3.6
"68224",2022-10-20,"TALLADEGA",3.1
"68225",2022-10-21,"TALLADEGA",3.9
"68226",2022-10-22,"TALLADEGA",3.9
"68227",2022-10-23,"TALLADEGA",3.7
"68228",2022-10-24,"TALLADEGA",4
"68229",2022-10-25,"TALLADEGA",4.4
"68230",2022-10-26,"TALLADEGA",4.9
"68231",2022-10-27,"TALLADEGA",6.6
"68232",2022-10-28,"TALLADEGA",5.9
"68233",2022-10-29,"TALLADEGA",6.1
"68234",2022-10-30,"TALLADEGA",6.6
"68235",2022-10-31,"TALLADEGA",6.1
"68236",2022-11-01,"TALLADEGA",7.1
"68237",2022-11-02,"TALLADEGA",7.7
"68238",2022-11-03,"TALLADEGA",7
"68239",2022-11-04,"TALLADEGA",7.3
"68240",2022-11-05,"TALLADEGA",7.3
"68241",2022-11-06,"TALLADEGA",7
"68242",2022-11-07,"TALLADEGA",8.1
"68243",2022-11-08,"TALLADEGA",7.6
"68244",2022-11-09,"TALLADEGA",7.4
"68245",2022-11-10,"TALLADEGA",6.6
"68246",2022-11-11,"TALLADEGA",6.9
"68247",2022-11-12,"TALLADEGA",6.7
"68248",2022-11-13,"TALLADEGA",7.1
"68249",2022-11-14,"TALLADEGA",7.1
"68250",2022-11-15,"TALLADEGA",6.7
"68251",2022-11-16,"TALLADEGA",6.3
"68252",2022-11-17,"TALLADEGA",6.6
"68253",2022-11-18,"TALLADEGA",6.3
"68254",2022-11-19,"TALLADEGA",6.9
"68255",2022-11-20,"TALLADEGA",6.6
"68256",2022-11-21,"TALLADEGA",5.6
"68257",2022-11-22,"TALLADEGA",5.7
"68258",2022-11-23,"TALLADEGA",6.1
"68259",2022-11-24,"TALLADEGA",5.6
"68260",2022-11-25,"TALLADEGA",6.6
"68261",2022-11-26,"TALLADEGA",8
"68262",2022-11-27,"TALLADEGA",8.4
"68263",2022-11-28,"TALLADEGA",11.1
"68264",2022-11-29,"TALLADEGA",11.9
"68265",2022-11-30,"TALLADEGA",11.9
"68266",2022-12-01,"TALLADEGA",12.9
"68267",2022-12-02,"TALLADEGA",13.4
"68268",2022-12-03,"TALLADEGA",12.1
"68269",2022-12-04,"TALLADEGA",12.9
"68270",2022-12-05,"TALLADEGA",12.7
"68271",2022-12-06,"TALLADEGA",14
"68272",2022-12-07,"TALLADEGA",14.6
"68273",2022-12-08,"TALLADEGA",16.3
"68274",2022-12-09,"TALLADEGA",15.3
"68275",2022-12-10,"TALLADEGA",15.4
"68276",2022-12-11,"TALLADEGA",15.3
"68277",2022-12-12,"TALLADEGA",14.7
"68278",2022-12-13,"TALLADEGA",14.9
"68279",2022-12-14,"TALLADEGA",15.7
"68280",2022-12-15,"TALLADEGA",16.6
"68281",2022-12-16,"TALLADEGA",16.9
"68282",2022-12-17,"TALLADEGA",16.9
"68283",2022-12-18,"TALLADEGA",16.3
"68284",2022-12-19,"TALLADEGA",15.1
"68285",2022-12-20,"TALLADEGA",14.1
"68286",2022-12-21,"TALLADEGA",14.7
"68287",2022-12-22,"TALLADEGA",14
"68288",2022-12-23,"TALLADEGA",13.9
"68289",2022-12-24,"TALLADEGA",13.9
"68290",2022-12-25,"TALLADEGA",13.3
"68291",2022-12-26,"TALLADEGA",14.4
"68292",2022-12-27,"TALLADEGA",16.6
"68293",2022-12-28,"TALLADEGA",17.6
"68294",2022-12-29,"TALLADEGA",18.6
"68295",2022-12-30,"TALLADEGA",19
"68296",2022-12-31,"TALLADEGA",18.1
"68297",2023-01-01,"TALLADEGA",19.4
"68298",2023-01-02,"TALLADEGA",18.9
"68299",2023-01-03,"TALLADEGA",18.9
"68300",2023-01-04,"TALLADEGA",18.6
"68301",2023-01-05,"TALLADEGA",18.6
"68302",2023-01-06,"TALLADEGA",19.3
"68303",2023-01-07,"TALLADEGA",21.7
"68304",2023-01-08,"TALLADEGA",21.9
"68305",2023-01-09,"TALLADEGA",22
"68306",2023-01-10,"TALLADEGA",19.9
"68307",2023-01-11,"TALLADEGA",18.4
"68308",2023-01-12,"TALLADEGA",17
"68309",2023-01-13,"TALLADEGA",17.4
"68310",2023-01-14,"TALLADEGA",16.7
"68311",2023-01-15,"TALLADEGA",16.4
"68312",2023-01-16,"TALLADEGA",15.7
"68313",2023-01-17,"TALLADEGA",16.9
"68314",2023-01-18,"TALLADEGA",16.3
"68315",2023-01-19,"TALLADEGA",16.3
"68316",2023-01-20,"TALLADEGA",15.7
"68317",2023-01-21,"TALLADEGA",13.9
"68318",2023-01-22,"TALLADEGA",13.6
"68319",2023-01-23,"TALLADEGA",12.6
"68320",2023-01-24,"TALLADEGA",12
"68321",2020-01-01,"TALLAPOOSA",0
"68322",2020-01-02,"TALLAPOOSA",0
"68323",2020-01-03,"TALLAPOOSA",0
"68324",2020-01-04,"TALLAPOOSA",0
"68325",2020-01-05,"TALLAPOOSA",0
"68326",2020-01-06,"TALLAPOOSA",0
"68327",2020-01-07,"TALLAPOOSA",0
"68328",2020-01-08,"TALLAPOOSA",0
"68329",2020-01-09,"TALLAPOOSA",0
"68330",2020-01-10,"TALLAPOOSA",0
"68331",2020-01-11,"TALLAPOOSA",0
"68332",2020-01-12,"TALLAPOOSA",0
"68333",2020-01-13,"TALLAPOOSA",0
"68334",2020-01-14,"TALLAPOOSA",0
"68335",2020-01-15,"TALLAPOOSA",0
"68336",2020-01-16,"TALLAPOOSA",0
"68337",2020-01-17,"TALLAPOOSA",0
"68338",2020-01-18,"TALLAPOOSA",0
"68339",2020-01-19,"TALLAPOOSA",0
"68340",2020-01-20,"TALLAPOOSA",0
"68341",2020-01-21,"TALLAPOOSA",0
"68342",2020-01-22,"TALLAPOOSA",0
"68343",2020-01-23,"TALLAPOOSA",0
"68344",2020-01-24,"TALLAPOOSA",0
"68345",2020-01-25,"TALLAPOOSA",0
"68346",2020-01-26,"TALLAPOOSA",0
"68347",2020-01-27,"TALLAPOOSA",0
"68348",2020-01-28,"TALLAPOOSA",0.1
"68349",2020-01-29,"TALLAPOOSA",0.1
"68350",2020-01-30,"TALLAPOOSA",0.1
"68351",2020-01-31,"TALLAPOOSA",0.1
"68352",2020-02-01,"TALLAPOOSA",0.1
"68353",2020-02-02,"TALLAPOOSA",0.1
"68354",2020-02-03,"TALLAPOOSA",0.1
"68355",2020-02-04,"TALLAPOOSA",0
"68356",2020-02-05,"TALLAPOOSA",0
"68357",2020-02-06,"TALLAPOOSA",0
"68358",2020-02-07,"TALLAPOOSA",0
"68359",2020-02-08,"TALLAPOOSA",0
"68360",2020-02-09,"TALLAPOOSA",0
"68361",2020-02-10,"TALLAPOOSA",0
"68362",2020-02-11,"TALLAPOOSA",0
"68363",2020-02-12,"TALLAPOOSA",0
"68364",2020-02-13,"TALLAPOOSA",0
"68365",2020-02-14,"TALLAPOOSA",0
"68366",2020-02-15,"TALLAPOOSA",0
"68367",2020-02-16,"TALLAPOOSA",0
"68368",2020-02-17,"TALLAPOOSA",0
